Unnamed: 0,title,artist,lyrics
23,A Un Paso De La Cama,Los Nuevos Rebeldes,"la misma hora la misma habitacion
y un par de rosas adornando el buro
y aunque me digas que te vas con el
yo se que no olvidas que somos tres
la misma hora te volvere a perder
y aquellas rosas llorando me ven
y aunque me muera yo debo aceptar
se que eres ajena y siempre lo seras
di que ya lo has pensado
di que mueres de ganas
por eso estamos
a un paso de la cama
di que ya lo has pensado
se que mueres de risa
yo me muerdo los labios
quiero todo contigo
y si ya no me quieres
hagamos la prueba
adelantame diciembre
dame mi noche buena
di que ya lo has pensado
di que mueres de ganas
por eso estamos
a un paso de la cama
la misma hora la misma habitación
se repita la historia amantes de ocasión
por que no te quedas por ultima vez
después me iré con ella y tu te vas con el
di que ya lo has pensado
di que mueres de ganas
por eso estamos
a un paso de la cama
di que ya lo has pensado
se que mueres de risa
yo me muerdo los labios
quiero todo contigo
y si ya no me quieres
hagamos la prueba
adelantame diciembre
dame mi noche buena
di que ya lo has pensado
di que mueres de ganas
por eso estamos
a un paso de la cama"
24,A Ver Quien Duele Más,Ulices Chaidez,"no digas nada solo vine a despedirme
ya está tomada esta decisión de irme
quieras o no yo ya me voy
ya es suficiente lo que has hecho
que ya ni siento el dolor
me voy amor derrotado en esta historia
quiero pensar que disfrutas tu victoria
aunque al final tú y yo sabemos
que extrañarás a cada uno de mis besos
a ver quién duele más y a ver quién duele menos
el que amó de verdad o el que fue un simple juego
creo que está clara la cosa ahí vamos unas por otras
a ver quién sufre más
a ver quién duele más cuando se acabe la fiesta
que estés en soledad y no ayude las cervezas
sé que te vas a acordar de este loco te lo juro
cuando quieras un abrazo pero no te llene ni uno
a ver quién duele más
a ver quién duele más y a ver quién duele menos
el que amó de verdad o el que fue un simple juego
creo que está clara la cosa ahí vamos unas por otras
a ver quién sufre más
a ver quién duele más cuando se acabe la fiesta
que estés en soledad y no ayude las cervezas
sé que te vas a acordar de este loco te lo juro
cuando quieras un abrazo pero no te llene ni uno
a ver quién duele más"
25,Abcdario part Junior H,Eden Muñoz,"desde que tú te fuiste puse el modo puto en on
ya ni salir con morras guapas me trae emoción
me vi con una que parecía tu clon
muy bonito y todo pero no había conexión
me acabé el abecedario desde la a hasta la z
ya hasta repetí algunas letras
tú eras la oficial yo era tu por mientras
fui tu casi algo
chale ando agüitado todas son de paso
para que sean interesantes le doy fondo al vaso
y si busco en tinder en tu físico me baso
ser una mierda sе puso de moda no sé en qué momento
yo quеría ser bueno pero morí en el intento
en vez de arreglar corazones voy a romperlos
quiero no tener sentimientos
no sé qué tengo
yo creo que ocupo un psicólogo
o lentes para ver que tú no me quieres como yo
y agarrar el rollo y de paso mi dignidad
tú me conociste entero y me dejaste a la mitad
me acabé el abecedario desde la a hasta la z
ya hasta repetí algunas letras
tú eras la oficial yo era tu por mientras
fui tu casi algo
chale ando agüitado todas son de paso
para que sean interesantes le doy fondo al vaso
y si busco en tinder en tu físico me baso
edén muñoz
junior h
méxico en la casa
me tienes yendo a terapia y ni siquiera fuiste para pedir perdón
si mi vida es un desmadre ya sabrás mi corazón
desde que valió contigo yo me eché a la perdición
me eché a la perdición
chale yo ni las fotos he borrado
y tú ya traes nuevo ganado
pasa tips porque eres experta olvidando
llama please
qué hay que hacer para irlo anotando"
26,Abdiel Guzman,Erik Estrada y sus Mal Portados,"es joven y de piel blanca
de corazon muy alegre
sus visios son la baraja
las motos y las mujeres
pero el que mas le gusta
es cumplirse sus placeres
un apeido muy grande
aqui viene a figurar
un sobrino muy querido
del señor chapo guzman
gallitos con espolores
igualito a su papa
la tuna badiraguato
segido lo ven pasiar
en puros carros del año
listo para cotorriar
en uno mi compa r
por si se ofrese accionar
sinceros y a toda madre
uziel lo comprobara
te adelantaste moreno
siempre te he de recordar
mis primos y mis hermanos
nunca se van a olvidar
el pleve es muy aventado
sincero a carta caval
cuando han surgido problemas
nunca se sabe rajar
saludo a los envidiosos
mejor pongansen a chambiar
por nombre yo llevo abdiel
mi apeido ya sabran
ponganse trucha cabrones
por si quieren aser mal
cuando menos se lo esperen
un fantasma les saldra
el bulevar sinaloa
muy seguido lo veran
enclicado en caravana
por lo que pueda pasar
chavalo de pelo chino
ya se saben el lugar"
27,Abeja Reina,Los Cardenales de Nuevo León,"con amor te busqué un colmenal
te llevé de la mano
no dormí fabricando la miel
que te alimentara
con el polen más fino del mundo
construí tu cama
trabajaba panal por panal
mientras descansabas
me equivoqué me equivocaba
mientras te amaba
poquito a poco me aniquilabas
y te sentías abeja  reina que ambicionabas
abeja reina una colmena
abeja reina de oro y seda
y yo sabía abeja reina vendía mi vida
abeja reina con tal de darte
abeja reina lo que querías
te ofrecieron un trono mejor
donde tú reinaras
desayunas caviar con champán
todas las mañanas
te podrán sobornar pero nunca
te darán su sombra
el amor mi querida señora
con nada se compra
y te sentías abeja  reina que ambicionabas
abeja reina una colmena
abeja reina de oro y seda
y yo sabía abeja reina vendía mi vida
abeja reina con tal de darte
abeja reina lo que querías
dónde estarás amor qué te darán de cena
quién te cobijará abeja reina
dónde estarás amor qué te darán de cena
quién te cobijará abeja reina"
28,Abelardo y El Cholo,Los Nuevos Rebeldes,"para alumbrar el nuevo día primero pasa la noche
pero se empieza la fiesta
se pone bueno el mitote
en trabajos y asociados mucha amistad hay sin duda
descendencia del cartel mz es buena ayuda
culiacán tierra caliente más cuando andas en la lumbre
r suena con quien quiere ya lo tienen por costumbre
chavo felix buen amigo integrante del equipo
tiene muy buenos conectes
pieza buena es el amigo
el cholo sabe moverse aquí y en el otro lado
para la mafia los billetes para respaldarlo abelardo
se mueven rápidamente y los puntos reportando
cuidando al mayito gordo la cabeza que el mando
serafín siempre anda alegre también iván archivaldo
también igual que sus padres la sencillez demostrando
tocan los nuevos rebeldes para pegar la amanecida
se oscurece y amanece y la fiesta no termina"
29,Abriendo Camino,Jorge Hidalgo,"de vidrios polarizados se ven bien placosos
se sentía al pasar aún lado que eran
peligrosos
abriendo camino unidades según del gobierno
se sabe en las calles que es gente del mismo infierno
la torreta empotrada apuntando hacia enfrente carros moviendo
la civilización a mirar pasar el convoy
nomás se le queda viendo
se bajan hombres de negro
con r15s y cuernos
los uniformes tácticos bien modernos
franquean a su modo y la luz de tráfico brincan
al que de pedo la haga en caliente lo incan
se dice que train el power a nivel muy grande
el tiene entra ala usa y por haya se expande
el cliente lo que pida surten a la substancia que demanden
ya todo arreglado tienen los fletes diario ala frontera están mande y mande
de vuelta viene el dinero
del tráfico me refiero
es lo que me ha dado a tener lo que quiero"
30,Abriendo Terreno,El Aboytes y Su Carril Izquierdo,"todo empezó desde que era un niño allá en el rancho
cuando miraba a mi apá que un rifle estaba aceitando
me daba cuenta que lo cargaba paral uso diario
y es que el viejón tenía sus motivos pa no soltarlo
yo fui creciendo y toda la historia me fue contando
el caso está que había gente que quería fusilarlo
entonces no me quedó más que seguirle los pasos
por qué a mi sangre yo la defiendo como un soldado
ya con el tiempo y varios agarres nos aventamos
ay tiene que de hay paral real andábamos como hermanos
si él se jalaba pues yo jalaba paral mismo lado
y a los chingazos ningún momento les sácatiamos
así anduvimos pa riba y pa bajo unos veinte años
enfrentamientos con el gobierno y con los contrarios
lluvias de balas y unas en su cuerpo se quedaron
nadie esperaba que el viejo se fuera de un infarto
era mañoso y sus mañas las sigo manejando
el gusto por las mujeres también me lo a heredado
el mismo dijo que un chivo gûero me venía guango
a viejo bárbaro te echo menos y eso es del diario
si miran gente que por donde ando me va escoltando
los necesito no crean que es pa andar fanfarroneando
agradecido con el que trae sombrero de lado
yo sigo abriendo terreno por donde voy pasando"
31,Abundancia part Legado 7,Jasiel Nuñez,"en mi mente cargo siempre la abundancia
de todo lo que imaginé
yo nunca he sido un pasado de lanza
mis padres me criaron bien
valores que hacen peso en la balanza
ya me dan frutos que ya coseche
gracias a eso y buenas enseñanzas
al paso de la vida aquí me ven
saben que no necesito presentarme
pues soy de un pueblito pequeño
que el que la hace se fuman compadre
mejor no la juegue y aléjese
no digo que yo vengo de las calles
pero de ahí no me quería mover
y hay amistades que están al tirante
pa que la piensen antes de joder
antes de joder
pura lumbre compa jasiel
en la bolsa cargo siempre
hierba y pacas
y una glock lista para proteger
mi baby se la sabe y no da lata
se hace querer y también complacer
dos tres la juegan pero no me alcanzan
no sé si algo adentro les duele
se ve su envidia desde la distancia
disfruto las ganancias del ayer
tranquilo vacilo me la paso chilo
miro bien por donde yo camino
les gusta mi estilo y quieren acabar conmigo
brillo y brillo y no lo ven
no digo que yo vengo de las calles
pero de ahí no me quería mover
hay amistades que están al tirante
pa que la piensen antes de joder
antes de joder"
32,Acepta Mi Invitación,Erik Estrada y sus Mal Portados,"me considero aficionado de tu corazón
un fanático de todo lo que ases
de toda la tierra tu mas fiel admirador
sin lugar a dudas para mi eres importante
de principio a fin ya me se tu biografía
le he dado me gusta a todas tus fotografías
pues te he agregado al facebook a tu pagina oficial
soñando que un día me llegues hablar
y así confesarte lo que estoy sintiendo
ya sea por el chat o por el correo
te voy agregar pero a mi corazón
espero y me aceptes la invitación
quiero compartirte todo mi amor
escribir en tu muro la mas bella publicación
te voy agregar pero a mi corazón
espero algún día verte en mi información
que diga en letras grandes en una relación
mientras tanto te pido
acepta mi invitación
de principio a fin ya me se tu biografía
le he dado me gusta a todas tus fotografías
pues te he agregado al facebook a tu pagina oficial
soñando que un día me llegues hablar
y así confesarte lo que estoy sintiendo
ya sea por el chat o por el correo
te voy agregar pero a mi corazón
espero y me aceptes la invitación
quiero compartirte todo mi amor
escribir en tu muro la mas bella publicación
te voy agregar pero a mi corazón
espero algún día verte en mi información
que diga en letras grandes en una relación
mientras tanto te pido
acepta mi invitación"
33,Actos de un tonto,Conjunto Primavera,"duele el silencio
duele el adios
no se como aceptar
que se marcho
se fue llorando
y en mi corazon
queria pedirle a gritos
su perdon
no supe como
le hice mal
si ella era todo si         
y mucho mas
actos de un tonto
de un tonto que fui
tenia lo mas hermoso
y lo perdi
hoy la extraño tanto tanto
mas ya nada puedo hacer
se que ya le hice daño a mi amor
que se ha ido para nunca mas volver
♪ ♫  ♪ ♫
no supe como
actos de un tonto
hoy la extraño tanto tanto
mas ya nada puedo hacer
se que ya le hice daño a mi amor
que se ha ido para nunca mas volveeeeeer"
34,Acuerdate de Mi,El Chalinillo,"verse 1
si lloraras como yo he llorado
si sufrieras como yo he sufrido
cuando del alma la illusion
huye del hombre junto a ti
recuerda entonces cuanto te he querido
acurdate de mix2
verse 2
si alguna vez eres dichosa
y en el mundo legas hacer feliz
entonces mi nena
acuerdate de mi
verse 1
repeate 2
verse 2
repeate 2"
35,Acurrucar,Los Pescadores Del Río Conchos,"qué esperas de mí ?  quiero ver qué piensas tú
me dijiste ayer wey cero romántico
tienes que entender no soy un wey básico
aunque no te culpo hay veces en que ni siquiera yo me entiendo
quiero que sigamos aturrándonos la vida de recuerdos
uuuuuh
uuuuuh
quiero que me digas que me quieres y que me vas a еxtrañar
'mames no me mires a los ojos quе me vas a hacer llorar
dime que esta no será la última vez que te voy a abrazar
quisiera que todo fuera mentira y de chingazo despertar
quisiera que todo fuera mentira y de chingazo despertar
un día más una vez más en tus brazos yo me quiero acurrucar
un día más una vez más en tus brazos yo me quiero acurrucar
un día más una vez más en tus brazos yo me quiero acurrucar
un día más una vez más en tus brazos yo me quiero acurrucar"
36,ACÁ ENTRE NOS,Panter Bélico,"por presumir a mis amigos les conté
que en el amor ninguna pena me aniquila
que para probarles de tus besos me olvidé
y me bastaron unos tragos de tequila
les platiqué que me encontré con otro amor
y que en sus brazos fui dejando de quererte
que te aborrezco desde el día de tu traición
y que hay momentos que he deseado hasta tu muerte
acá entre nos
quiero que sepas la verdad
no te he dejado de adorar
allá en mi triste soledad
me han dado ganas de gritar
salir corriendo y preguntar
qué es lo que ha sido de tu vida
acá entre nos
siempre te voy a recordar
y hoy que a mi lado ya no estás
no queda más que confesar
que ya no puedo soportar
que estoy odiando sin odiar
porque respiro por la herida
y ay martín
no cabe duda que también de dolor se canta
cuando llorar no se puede
acá entre nos
quiero que sepas la verdad
no te he dejado de adorar
allá en mi triste soledad
me han dado ganas de gritar
salir corriendo y preguntar
qué es lo que ha sido de tu vida
acá entre nos
siempre te voy a recordar
y hoy que a mi lado ya no estás
no queda más que confesar
que ya no puedo soportar
que estoy odiando sin odiar
porque respiro por la herida"
37,Acércate,YNG NAZ,"mami acercate
que por las noches me perdí en las ganas
de hacerte saber
que si me llamas por la madrugada
y verte otra vez
sigo esperándote aquí en mi cama
bonita te ves
el humo del blunt
las melodias que toca mi guitarra
ruidos de mi voz
la cicatriz que oscurece a mi pecho
cenizas de amor
que si una rosa el suave de tu cuerpo
frios calidos
pelear batallas que no me dejan seguir
la nube en las montañas
que da sombra el sol en mí
la n la a y la z
mami sabes que tus besos matan adicto al
veneno que deja tu piel
la lluvia que atormenta
mi cabeza cuando no te ves
sigo esperándote y aquí
en mi cama hacerlo otra vez
un buen peric0n
cuando me besa me entume
hasta el cuerpo sentir el calor
ver los latidos de un
cora ya muerto y el humo del blunt
quiero probar un poco
tu cuerpo sin jurarte amor
pelear batallas que no me dejan seguir
la nube en las montañas
que da sombra el sol en mí"
38,AD BOYZ II,Junior H,"baby recuesta aquí tu cabeza en mi pecho
hace ya meses que esto siento tenso
no miento aquí en mi cora lo presiento
no me dices nada quieres discutir
baby recuerda que yo vivo de momentos
tendré que borrar fotos y videos
a la verga se fueron nuestros recuerdos
qué es lo que te cambia ?  tú no eras así
y me dijo tu mamá
si nos miró tan feliz por qué te portas así
cuando todo te lo daba yo siеmpre pensaba en ti
y tus bеsos son tatuajes nunca se arrancan de mí
y me dijo tu mamá
que por qué ando de cabrón que qué fue lo que pasó
que me miro más tatuado que qué es eso de sad boy
le dije doña qué hago si su hija me lastimó ? 
uh
junior h
y me dijo tu mamá
si nos miró tan feliz por qué te portas así
cuando todo te lo daba yo siempre pensaba en ti
y tus besos son tatuajes nunca se arrancan de mí
y me dijo tu mamá
que por qué ando de cabrón que qué fue lo que pasó
que me miro más tatuado que qué es eso de sad boy
le dije doña qué hago si su hija me lastimó ? "
39,Adicto,Duelo,"creo que es momento que sepas la verdad
yo no quería quererte ni adorar
tú para mí eras un juego y nada más
probé tus labios tan solo por maldad
y en ese instante tu cariño
estremeció todo mi cuerpo
sentí llenarse de ternura el corazón
y que me vuelvo un adicto
no puedo estar sin la belleza de tu rostro
me quema el frío si no estás aquí conmigo
tan solo quiero contemplarte soy de ti
y que me vuelvo un adicto
a la manera en que provocas mis antojos
a tu perfume a tu semblanza que yo adoro
jamás creí que un día fuera tan feliz
tú para mí eras un juego y nada más
probé tus labios tan solo por maldad
y en ese instante tu cariño
estremeció todo mi cuerpo
sentí llenarse de ternura el corazón
y que me vuelvo un adicto
no puedo estar sin la belleza de tu rostro
me quema el frío si no estás aquí conmigo
tan solo quiero contemplarte soy de ti
y que me vuelvo un adicto
a la manera en que provocas mis antojos
a tu perfume a tu semblanza que yo adoro
jamás creí que un día fuera tan feliz
estás en todos mis sueños
y en todos mis pensamientos
no sabes cuánto te amo y siempre quiero estar así
y que me vuelvo un adicto"
40,Adios Mi Vida,Pancho Barraza,"cómo decirte que te extraño
cuando no estás aquí
entre mis brazos
cómo explicarte que he llegado
hasta a llorar por ti
cómo decirte que le haces falta a mi vivir
si tienes todo lo que tu quieras
en ese mundo tuyo no hay barreras
vas caminando por la vida
sin pensar en mi
que dios bendiga tu pasado
yo me quedo aquí
voy a llorar una lágrima para festejar tu adiós
porque fui yo
quien como un loco se enamoró
adiós mi vida
me voy sin que tú te des cuenta
que llorando voy por ti
que nunca sufras ni sientas el daño tan enorme
que por amarte yo sentí
dios te bendiga
adiós mi vida
secaré mis lágrimas
tengo que ser feliz
voy a llorar una lágrima para festejar tu adiós
porque fui yo
quien como un loco se enamoró
adiós mi vida
me voy sin que tú te des cuenta
que llorando voy por ti
que nunca sufras ni sientas el daño tan enorme
que por amarte yo sentí
dios te bendiga
adiós mi vida
secaré mis lágrimas
tengo que ser feliz"
41,adioseuropa,Nueva H,"ya no siquiera puedo hablar este polvo ya me trae mal
quisiera que estuvieras cerca no me gusta la fiesta
hay como mil de estás pero ninguna me cuesta
bebé tú eres de las caras de las que no puedes dejar
sola una vez te di y la neta te fuiste sin decir más
estoy mal de la cabeza pensando en cuándo regresas
así como de rápido te fuiste te quitaste igual la ropa
no me digas que no quieres si es así adiós europa
mami tus besos me saben a vino y asar de rosas
cuando se lo meto a otra no se siente la gran cosa
que se joda el pinche karma ya nunca le hice daño
sale más barato un bolso que estar pasando fracasos
ya me hartaron las fresas esas están de lado
y tú eres todo lo contrario
qué te dijeron tus amigas ? 
que yo era malo para tu vida ? 
será que te tienen envidia
por querer lo que tú tenías
bebé tú eres de las caras de las que no salen de casa
sola una vez te vi y la neta
te fuiste sin decir más
estoy mal de la cabeza pensando en cuándo regresas
así como de rápido te fuiste te quitaste igual la ropa
no me digas que no quieres si es así adiós europa
mami tus besos me saben a vino y asar de rosas
cuando se lo meto a otra no se sienten la gran cosa
que se joda el pinche karma ya nunca le hice daño
sale más barato un bolso que estar pasando fracasos
ya me hartaron las fresas esas están de lado
y tú eres todo lo contrario"
